Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,ATA,STD_datetime,ATD_datetime,STA_datetime,ATA_datetime
,2025-07-22,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXP),0 days 02:15:00,11:05:00,11:44:00,14:05:00,14:14:00,2025-07-22 11:05:00,2025-07-22 11:44:00,2025-07-22 14:05:00,2025-07-22 14:14:00
,2025-07-21,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXF),0 days 02:19:00,11:05:00,13:27:00,14:05:00,16:01:00,2025-07-21 11:05:00,2025-07-21 13:27:00,2025-07-21 14:05:00,2025-07-21 16:01:00
,2025-07-20,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IJQ),0 days 02:10:00,11:05:00,11:33:00,14:05:00,13:58:00,2025-07-20 11:05:00,2025-07-20 11:33:00,2025-07-20 14:05:00,2025-07-20 13:58:00
,2025-07-19,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPD),0 days 02:18:00,11:05:00,11:39:00,14:05:00,14:12:00,2025-07-19 11:05:00,2025-07-19 11:39:00,2025-07-19 14:05:00,2025-07-19 14:12:00
,2025-07-25,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIW),0 days 02:37:00,11:10:00,11:15:00,13:00:00,12:22:00,2025-07-25 11:10:00,2025-07-25 11:15:00,2025-07-25 13:00:00,2025-07-25 12:22:00
,2025-07-24,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIM),0 days 02:28:00,11:10:00,11:01:00,13:00:00,11:58:00,2025-07-24 11:10:00,2025-07-24 11:01:00,2025-07-24 13:00:00,2025-07-24 11:58:00
,2025-07-23,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIX),0 days 02:28:00,11:10:00,11:25:00,13:00:00,12:23:00,2025-07-23 11:10:00,2025-07-23 11:25:00,2025-07-23 13:00:00,2025-07-23 12:23:00
,2025-07-22,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIT),0 days 02:26:00,11:10:00,11:27:00,13:00:00,12:24:00,2025-07-22 11:10:00,2025-07-22 11:27:00,2025-07-22 13:00:00,2025-07-22 12:24:00
,2025-07-21,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIP),0 days 02:23:00,11:10:00,13:13:00,13:00:00,14:06:00,2025-07-21 11:10:00,2025-07-21 13:13:00,2025-07-21 13:00:00,2025-07-21 14:06:00
,2025-07-20,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIV),0 days 02:40:00,11:10:00,11:38:00,13:00:00,12:48:00,2025-07-20 11:10:00,2025-07-20 11:38:00,2025-07-20 13:00:00,2025-07-20 12:48:00
,2025-07-19,Mumbai (BOM),Abu Dhabi (AUH),A321 (A6-AEC),0 days 02:34:00,11:10:00,11:43:00,13:00:00,12:47:00,2025-07-19 11:10:00,2025-07-19 11:43:00,2025-07-19 13:00:00,2025-07-19 12:47:00
,2025-07-25,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),0 days 01:00:00,11:10:00,11:56:00,12:35:00,12:56:00,2025-07-25 11:10:00,2025-07-25 11:56:00,2025-07-25 12:35:00,2025-07-25 12:56:00
,2025-07-24,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),0 days 00:53:00,11:10:00,11:26:00,12:35:00,12:20:00,2025-07-24 11:10:00,2025-07-24 11:26:00,2025-07-24 12:35:00,2025-07-24 12:20:00
,2025-07-23,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),0 days 00:48:00,11:10:00,11:49:00,12:35:00,12:37:00,2025-07-23 11:10:00,2025-07-23 11:49:00,2025-07-23 12:35:00,2025-07-23 12:37:00
,2025-07-22,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),0 days 01:00:00,11:10:00,11:41:00,12:35:00,12:41:00,2025-07-22 11:10:00,2025-07-22 11:41:00,2025-07-22 12:35:00,2025-07-22 12:41:00
,2025-07-21,Mumbai (BOM),Goa (GOI),A21N (VT-IRV),0 days 00:53:00,11:10:00,13:10:00,12:35:00,14:04:00,2025-07-21 11:10:00,2025-07-21 13:10:00,2025-07-21 12:35:00,2025-07-21 14:04:00
,2025-07-20,Mumbai (BOM),Goa (GOI),A21N (VT-IRV),0 days 00:47:00,11:10:00,11:31:00,12:35:00,12:18:00,2025-07-20 11:10:00,2025-07-20 11:31:00,2025-07-20 12:35:00,2025-07-20 12:18:00
,2025-07-19,Mumbai (BOM),Goa (GOI),A21N (VT-IMI),0 days 00:46:00,11:10:00,11:47:00,12:35:00,12:34:00,2025-07-19 11:10:00,2025-07-19 11:47:00,2025-07-19 12:35:00,2025-07-19 12:34:00
,2025-07-25,Mumbai (BOM),Bareilly (BEK),A20N (VT-IQO),0 days 01:55:00,11:10:00,11:53:00,13:40:00,13:48:00,2025-07-25 11:10:00,2025-07-25 11:53:00,2025-07-25 13:40:00,2025-07-25 13:48:00
,2025-07-24,Mumbai (BOM),Agra (AGR),A20N (VT-IIH),0 days 01:37:00,11:10:00,11:20:00,13:20:00,12:57:00,2025-07-24 11:10:00,2025-07-24 11:20:00,2025-07-24 13:20:00,2025-07-24 12:57:00
,2025-07-23,Mumbai (BOM),Bareilly (BEK),A20N (VT-IQF),0 days 01:58:00,11:10:00,11:37:00,13:40:00,13:36:00,2025-07-23 11:10:00,2025-07-23 11:37:00,2025-07-23 13:40:00,2025-07-23 13:36:00
,2025-07-22,Mumbai (BOM),Agra (AGR),A20N (VT-IIW),0 days 01:54:00,11:10:00,11:35:00,13:20:00,13:29:00,2025-07-22 11:10:00,2025-07-22 11:35:00,2025-07-22 13:20:00,2025-07-22 13:29:00
,2025-07-21,Mumbai (BOM),Bareilly (BEK),A20N (VT-IPD),0 days 02:00:00,11:10:00,13:41:00,13:40:00,15:41:00,2025-07-21 11:10:00,2025-07-21 13:41:00,2025-07-21 13:40:00,2025-07-21 15:41:00
,2025-07-20,Mumbai (BOM),Bareilly (BEK),A20N (VT-IIX),0 days 01:54:00,11:10:00,11:21:00,13:40:00,13:14:00,2025-07-20 11:10:00,2025-07-20 11:21:00,2025-07-20 13:40:00,2025-07-20 13:14:00
,2025-07-19,Mumbai (BOM),Agra (AGR),A20N (VT-ITV),0 days 01:28:00,11:10:00,11:50:00,13:20:00,13:17:00,2025-07-19 11:10:00,2025-07-19 11:50:00,2025-07-19 13:20:00,2025-07-19 13:17:00
,2025-07-25,Mumbai (BOM),Delhi (DEL),A21N (VT-IWT),0 days 01:42:00,11:15:00,11:57:00,13:30:00,13:39:00,2025-07-25 11:15:00,2025-07-25 11:57:00,2025-07-25 13:30:00,2025-07-25 13:39:00
,2025-07-24,Mumbai (BOM),Delhi (DEL),A21N (VT-ICM),0 days 01:43:00,11:15:00,11:23:00,13:30:00,13:06:00,2025-07-24 11:15:00,2025-07-24 11:23:00,2025-07-24 13:30:00,2025-07-24 13:06:00
,2025-07-23,Mumbai (BOM),Delhi (DEL),A21N (VT-ICH),0 days 01:46:00,11:15:00,11:40:00,13:30:00,13:26:00,2025-07-23 11:15:00,2025-07-23 11:40:00,2025-07-23 13:30:00,2025-07-23 13:26:00
,2025-07-22,Mumbai (BOM),Delhi (DEL),A21N (VT-NCM),0 days 01:43:00,11:15:00,11:39:00,13:30:00,13:22:00,2025-07-22 11:15:00,2025-07-22 11:39:00,2025-07-22 13:30:00,2025-07-22 13:22:00
,2025-07-21,Mumbai (BOM),Delhi (DEL),A21N (VT-IWV),0 days 01:41:00,11:15:00,13:49:00,13:30:00,15:30:00,2025-07-21 11:15:00,2025-07-21 13:49:00,2025-07-21 13:30:00,2025-07-21 15:30:00
,2025-07-20,Mumbai (BOM),Delhi (DEL),A21N (VT-ICF),0 days 01:43:00,11:15:00,11:30:00,13:30:00,13:13:00,2025-07-20 11:15:00,2025-07-20 11:30:00,2025-07-20 13:30:00,2025-07-20 13:13:00
,2025-07-19,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),0 days 01:38:00,11:15:00,11:52:00,13:30:00,13:30:00,2025-07-19 11:15:00,2025-07-19 11:52:00,2025-07-19 13:30:00,2025-07-19 13:30:00
,2025-07-25,Mumbai (BOM),Diu (DIU),AT76 (VT-RKL),0 days 00:44:00,11:15:00,13:31:00,12:20:00,14:15:00,2025-07-25 11:15:00,2025-07-25 13:31:00,2025-07-25 12:20:00,2025-07-25 14:15:00
,2025-07-23,Mumbai (BOM),Diu (DIU),AT76 (VT-RKL),0 days 00:43:00,11:15:00,13:14:00,12:20:00,13:57:00,2025-07-23 11:15:00,2025-07-23 13:14:00,2025-07-23 12:20:00,2025-07-23 13:57:00
,2025-07-21,Mumbai (BOM),Diu (DIU),AT76 (VT-AIY),0 days 00:43:00,11:15:00,14:08:00,12:20:00,14:51:00,2025-07-21 11:15:00,2025-07-21 14:08:00,2025-07-21 12:20:00,2025-07-21 14:51:00
,2025-07-18,Mumbai (BOM),Diu (DIU),AT76 (VT-AIY),0 days 00:44:00,11:15:00,16:10:00,12:20:00,16:54:00,2025-07-18 11:15:00,2025-07-18 16:10:00,2025-07-18 12:20:00,2025-07-18 16:54:00
,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQW),0 days 01:24:00,11:20:00,11:48:00,13:05:00,13:12:00,2025-07-25 11:20:00,2025-07-25 11:48:00,2025-07-25 13:05:00,2025-07-25 13:12:00
,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQH),0 days 01:22:00,11:20:00,11:30:00,13:05:00,12:52:00,2025-07-24 11:20:00,2025-07-24 11:30:00,2025-07-24 13:05:00,2025-07-24 12:52:00
,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A20N (VT-EXV),0 days 01:21:00,11:20:00,11:58:00,13:05:00,13:19:00,2025-07-23 11:20:00,2025-07-23 11:58:00,2025-07-23 13:05:00,2025-07-23 13:19:00
,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQF),0 days 01:23:00,11:20:00,12:00:00,13:05:00,13:23:00,2025-07-22 11:20:00,2025-07-22 12:00:00,2025-07-22 13:05:00,2025-07-22 13:23:00
,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNU),0 days 01:20:00,11:20:00,14:33:00,13:05:00,15:53:00,2025-07-21 11:20:00,2025-07-21 14:33:00,2025-07-21 13:05:00,2025-07-21 15:53:00
,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNU),0 days 01:21:00,11:20:00,11:41:00,13:05:00,13:02:00,2025-07-20 11:20:00,2025-07-20 11:41:00,2025-07-20 13:05:00,2025-07-20 13:02:00
,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQB),0 days 01:22:00,11:20:00,11:51:00,13:05:00,13:12:00,2025-07-19 11:20:00,2025-07-19 11:51:00,2025-07-19 13:05:00,2025-07-19 13:12:00
,2025-07-23,Mumbai (BOM),Kandla (IXY),DH8D (VT-SUO),0 days 01:53:00,11:30:00,11:20:00,13:00:00,13:13:00,2025-07-23 11:30:00,2025-07-23 11:20:00,2025-07-23 13:00:00,2025-07-23 13:13:00
,2025-07-21,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),0 days 01:06:00,11:30:00,14:08:00,13:00:00,15:13:00,2025-07-21 11:30:00,2025-07-21 14:08:00,2025-07-21 13:00:00,2025-07-21 15:13:00
,2025-07-20,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),0 days 01:09:00,11:30:00,11:39:00,13:00:00,12:48:00,2025-07-20 11:30:00,2025-07-20 11:39:00,2025-07-20 13:00:00,2025-07-20 12:48:00
,2025-07-19,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),0 days 01:05:00,11:30:00,13:18:00,13:00:00,14:22:00,2025-07-19 11:30:00,2025-07-19 13:18:00,2025-07-19 13:00:00,2025-07-19 14:22:00
,2025-07-25,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0 days 00:54:00,11:30:00,12:24:00,12:45:00,13:18:00,2025-07-25 11:30:00,2025-07-25 12:24:00,2025-07-25 12:45:00,2025-07-25 13:18:00
,2025-07-24,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0 days 00:57:00,11:30:00,11:43:00,12:45:00,12:40:00,2025-07-24 11:30:00,2025-07-24 11:43:00,2025-07-24 12:45:00,2025-07-24 12:40:00
,2025-07-23,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0 days 00:48:00,11:30:00,12:12:00,12:45:00,13:00:00,2025-07-23 11:30:00,2025-07-23 12:12:00,2025-07-23 12:45:00,2025-07-23 13:00:00
,2025-07-22,Mumbai (BOM),Goa (GOI),A21N (VT-TVH),0 days 00:58:00,11:30:00,12:01:00,12:45:00,12:59:00,2025-07-22 11:30:00,2025-07-22 12:01:00,2025-07-22 12:45:00,2025-07-22 12:59:00
,2025-07-21,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0 days 00:50:00,11:30:00,13:24:00,12:45:00,14:14:00,2025-07-21 11:30:00,2025-07-21 13:24:00,2025-07-21 12:45:00,2025-07-21 14:14:00
,2025-07-20,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0 days 00:46:00,11:30:00,11:57:00,12:45:00,12:43:00,2025-07-20 11:30:00,2025-07-20 11:57:00,2025-07-20 12:45:00,2025-07-20 12:43:00
,2025-07-19,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0 days 00:55:00,11:30:00,12:01:00,12:45:00,12:56:00,2025-07-19 11:30:00,2025-07-19 12:01:00,2025-07-19 12:45:00,2025-07-19 12:56:00
,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWU),0 days 01:17:00,11:30:00,12:13:00,13:20:00,13:30:00,2025-07-25 11:30:00,2025-07-25 12:13:00,2025-07-25 13:20:00,2025-07-25 13:30:00
,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWS),0 days 01:21:00,11:30:00,11:29:00,13:20:00,12:50:00,2025-07-24 11:30:00,2025-07-24 11:29:00,2025-07-24 13:20:00,2025-07-24 12:50:00
,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWT),0 days 01:16:00,11:30:00,12:06:00,13:20:00,13:22:00,2025-07-23 11:30:00,2025-07-23 12:06:00,2025-07-23 13:20:00,2025-07-23 13:22:00
,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWU),0 days 01:22:00,11:30:00,12:04:00,13:20:00,13:25:00,2025-07-22 11:30:00,2025-07-22 12:04:00,2025-07-22 13:20:00,2025-07-22 13:25:00
,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCQ),0 days 01:18:00,11:30:00,14:01:00,13:20:00,15:20:00,2025-07-21 11:30:00,2025-07-21 14:01:00,2025-07-21 13:20:00,2025-07-21 15:20:00
,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCH),0 days 01:20:00,11:30:00,11:35:00,13:20:00,12:55:00,2025-07-20 11:30:00,2025-07-20 11:35:00,2025-07-20 13:20:00,2025-07-20 12:55:00
,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCB),0 days 01:22:00,11:30:00,11:55:00,13:20:00,13:17:00,2025-07-19 11:30:00,2025-07-19 11:55:00,2025-07-19 13:20:00,2025-07-19 13:17:00
,2025-07-25,Mumbai (BOM),Delhi (DEL),A20N (VT-TQP),0 days 01:45:00,11:40:00,12:20:00,14:00:00,14:05:00,2025-07-25 11:40:00,2025-07-25 12:20:00,2025-07-25 14:00:00,2025-07-25 14:05:00
,2025-07-24,Mumbai (BOM),Delhi (DEL),A20N (VT-TQE),0 days 01:47:00,11:40:00,11:49:00,14:00:00,13:35:00,2025-07-24 11:40:00,2025-07-24 11:49:00,2025-07-24 14:00:00,2025-07-24 13:35:00
,2025-07-23,Mumbai (BOM),Delhi (DEL),A20N (VT-TNS),0 days 01:46:00,11:40:00,12:16:00,14:00:00,14:02:00,2025-07-23 11:40:00,2025-07-23 12:16:00,2025-07-23 14:00:00,2025-07-23 14:02:00
,2025-07-22,Mumbai (BOM),Delhi (DEL),A20N (VT-TQC),0 days 01:49:00,11:40:00,12:11:00,14:00:00,14:00:00,2025-07-22 11:40:00,2025-07-22 12:11:00,2025-07-22 14:00:00,2025-07-22 14:00:00
,2025-07-21,Mumbai (BOM),Delhi (DEL),A20N (VT-TQT),0 days 01:41:00,11:40:00,13:16:00,14:00:00,14:57:00,2025-07-21 11:40:00,2025-07-21 13:16:00,2025-07-21 14:00:00,2025-07-21 14:57:00
,2025-07-20,Mumbai (BOM),Delhi (DEL),A20N (VT-EXU),0 days 01:42:00,11:40:00,11:56:00,14:00:00,13:38:00,2025-07-20 11:40:00,2025-07-20 11:56:00,2025-07-20 14:00:00,2025-07-20 13:38:00
,2025-07-19,Mumbai (BOM),Delhi (DEL),A20N (VT-TNS),0 days 01:42:00,11:40:00,11:59:00,14:00:00,13:41:00,2025-07-19 11:40:00,2025-07-19 11:59:00,2025-07-19 14:00:00,2025-07-19 13:41:00
,2025-07-25,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQH),0 days 02:27:00,11:40:00,12:09:00,14:30:00,14:36:00,2025-07-25 11:40:00,2025-07-25 12:09:00,2025-07-25 14:30:00,2025-07-25 14:36:00
,2025-07-24,Mumbai (BOM),Kolkata (CCU),A20N (VT-ATV),0 days 02:23:00,11:40:00,12:00:00,14:30:00,14:23:00,2025-07-24 11:40:00,2025-07-24 12:00:00,2025-07-24 14:30:00,2025-07-24 14:23:00
,2025-07-23,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQL),0 days 02:31:00,11:40:00,12:21:00,14:30:00,14:53:00,2025-07-23 11:40:00,2025-07-23 12:21:00,2025-07-23 14:30:00,2025-07-23 14:53:00
,2025-07-22,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQE),0 days 02:32:00,11:40:00,12:10:00,14:30:00,14:42:00,2025-07-22 11:40:00,2025-07-22 12:10:00,2025-07-22 14:30:00,2025-07-22 14:42:00
,2025-07-21,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQC),0 days 02:28:00,11:40:00,13:11:00,14:30:00,15:39:00,2025-07-21 11:40:00,2025-07-21 13:11:00,2025-07-21 14:30:00,2025-07-21 15:39:00
,2025-07-20,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQB),0 days 02:29:00,11:40:00,11:46:00,14:30:00,14:15:00,2025-07-20 11:40:00,2025-07-20 11:46:00,2025-07-20 14:30:00,2025-07-20 14:15:00
,2025-07-19,Mumbai (BOM),Kolkata (CCU),A20N (VT-TNF),0 days 02:26:00,11:40:00,12:06:00,14:30:00,14:33:00,2025-07-19 11:40:00,2025-07-19 12:06:00,2025-07-19 14:30:00,2025-07-19 14:33:00
,2025-07-24,Mumbai (BOM),Singapore (SIN),B78X (9V-SCG),0 days 04:54:00,11:45:00,11:52:00,19:50:00,19:16:00,2025-07-24 11:45:00,2025-07-24 11:52:00,2025-07-24 19:50:00,2025-07-24 19:16:00
,2025-07-23,Mumbai (BOM),Singapore (SIN),B78X (9V-SCC),0 days 04:52:00,11:45:00,12:14:00,19:50:00,19:36:00,2025-07-23 11:45:00,2025-07-23 12:14:00,2025-07-23 19:50:00,2025-07-23 19:36:00
,2025-07-22,Mumbai (BOM),Singapore (SIN),B78X (9V-SCP),0 days 05:00:00,11:45:00,12:14:00,19:50:00,19:44:00,2025-07-22 11:45:00,2025-07-22 12:14:00,2025-07-22 19:50:00,2025-07-22 19:44:00
,2025-07-21,Mumbai (BOM),Singapore (SIN),B78X (9V-SCN),0 days 05:03:00,11:45:00,13:43:00,19:50:00,21:15:00,2025-07-21 11:45:00,2025-07-21 13:43:00,2025-07-21 19:50:00,2025-07-21 21:15:00
,2025-07-20,Mumbai (BOM),Singapore (SIN),B78X (9V-SCO),0 days 04:42:00,11:45:00,11:59:00,19:50:00,19:11:00,2025-07-20 11:45:00,2025-07-20 11:59:00,2025-07-20 19:50:00,2025-07-20 19:11:00
,2025-07-19,Mumbai (BOM),Singapore (SIN),B78X (9V-SCS),0 days 05:15:00,11:45:00,12:12:00,19:50:00,19:57:00,2025-07-19 11:45:00,2025-07-19 12:12:00,2025-07-19 19:50:00,2025-07-19 19:57:00
,2025-07-18,Mumbai (BOM),Singapore (SIN),B78X (9V-SCL),0 days 04:53:00,11:45:00,11:57:00,19:50:00,19:20:00,2025-07-18 11:45:00,2025-07-18 11:57:00,2025-07-18 19:50:00,2025-07-18 19:20:00
,2025-07-25,Mumbai (BOM),Chennai (MAA),A21N (VT-ICQ),0 days 01:29:00,11:50:00,12:04:00,14:05:00,13:33:00,2025-07-25 11:50:00,2025-07-25 12:04:00,2025-07-25 14:05:00,2025-07-25 13:33:00
,2025-07-24,Mumbai (BOM),Chennai (MAA),A21N (VT-IMB),0 days 01:33:00,11:50:00,12:41:00,14:05:00,14:13:00,2025-07-24 11:50:00,2025-07-24 12:41:00,2025-07-24 14:05:00,2025-07-24 14:13:00
,2025-07-23,Mumbai (BOM),Chennai (MAA),A21N (VT-ILD),0 days 01:36:00,11:50:00,12:19:00,14:05:00,13:55:00,2025-07-23 11:50:00,2025-07-23 12:19:00,2025-07-23 14:05:00,2025-07-23 13:55:00
,2025-07-22,Mumbai (BOM),Chennai (MAA),A21N (VT-IRY),0 days 01:33:00,11:50:00,12:18:00,13:50:00,13:51:00,2025-07-22 11:50:00,2025-07-22 12:18:00,2025-07-22 13:50:00,2025-07-22 13:51:00
,2025-07-21,Mumbai (BOM),Chennai (MAA),A21N (VT-IBY),0 days 01:35:00,11:50:00,13:33:00,14:05:00,15:09:00,2025-07-21 11:50:00,2025-07-21 13:33:00,2025-07-21 14:05:00,2025-07-21 15:09:00
,2025-07-20,Mumbai (BOM),Chennai (MAA),A21N (VT-ILH),0 days 01:38:00,11:50:00,12:25:00,14:05:00,14:03:00,2025-07-20 11:50:00,2025-07-20 12:25:00,2025-07-20 14:05:00,2025-07-20 14:03:00
,2025-07-19,Mumbai (BOM),Chennai (MAA),A21N (VT-IML),0 days 01:38:00,11:50:00,12:04:00,13:50:00,13:42:00,2025-07-19 11:50:00,2025-07-19 12:04:00,2025-07-19 13:50:00,2025-07-19 13:42:00
,2025-07-25,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ICW),0 days 01:06:00,11:55:00,12:50:00,13:35:00,13:56:00,2025-07-25 11:55:00,2025-07-25 12:50:00,2025-07-25 13:35:00,2025-07-25 13:56:00
,2025-07-24,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ILO),0 days 01:08:00,11:55:00,12:18:00,13:35:00,13:26:00,2025-07-24 11:55:00,2025-07-24 12:18:00,2025-07-24 13:35:00,2025-07-24 13:26:00
,2025-07-23,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IML),0 days 01:11:00,11:55:00,12:34:00,13:35:00,13:46:00,2025-07-23 11:55:00,2025-07-23 12:34:00,2025-07-23 13:35:00,2025-07-23 13:46:00
,2025-07-22,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ILG),0 days 01:15:00,11:55:00,12:25:00,13:35:00,13:40:00,2025-07-22 11:55:00,2025-07-22 12:25:00,2025-07-22 13:35:00,2025-07-22 13:40:00
,2025-07-21,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IUO),0 days 01:06:00,11:55:00,14:00:00,13:35:00,15:06:00,2025-07-21 11:55:00,2025-07-21 14:00:00,2025-07-21 13:35:00,2025-07-21 15:06:00
,2025-07-20,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ICG),0 days 01:11:00,11:55:00,12:07:00,13:35:00,13:17:00,2025-07-20 11:55:00,2025-07-20 12:07:00,2025-07-20 13:35:00,2025-07-20 13:17:00
,2025-07-19,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ICG),0 days 01:05:00,11:55:00,12:17:00,13:35:00,13:22:00,2025-07-19 11:55:00,2025-07-19 12:17:00,2025-07-19 13:35:00,2025-07-19 13:22:00
,2025-07-25,Mumbai (BOM),Coimbatore (CJB),A321 (VT-PPV),0 days 01:31:00,12:00:00,12:27:00,13:45:00,13:59:00,2025-07-25 12:00:00,2025-07-25 12:27:00,2025-07-25 13:45:00,2025-07-25 13:59:00
,2025-07-24,Mumbai (BOM),Coimbatore (CJB),A20N (VT-RTL),0 days 01:33:00,12:00:00,12:15:00,13:45:00,13:48:00,2025-07-24 12:00:00,2025-07-24 12:15:00,2025-07-24 13:45:00,2025-07-24 13:48:00
,2025-07-23,Mumbai (BOM),Coimbatore (CJB),A20N (VT-RTN),0 days 01:34:00,12:00:00,12:29:00,13:45:00,14:03:00,2025-07-23 12:00:00,2025-07-23 12:29:00,2025-07-23 13:45:00,2025-07-23 14:03:00
,2025-07-22,Mumbai (BOM),Coimbatore (CJB),A20N (VT-RTN),0 days 01:31:00,12:00:00,12:29:00,13:45:00,14:00:00,2025-07-22 12:00:00,2025-07-22 12:29:00,2025-07-22 13:45:00,2025-07-22 14:00:00
,2025-07-21,Mumbai (BOM),Coimbatore (CJB),A20N (VT-RTK),0 days 01:29:00,12:00:00,13:35:00,13:45:00,15:04:00,2025-07-21 12:00:00,2025-07-21 13:35:00,2025-07-21 13:45:00,2025-07-21 15:04:00
,2025-07-20,Mumbai (BOM),Coimbatore (CJB),A20N (VT-RTN),0 days 01:36:00,12:00:00,12:05:00,13:45:00,13:41:00,2025-07-20 12:00:00,2025-07-20 12:05:00,2025-07-20 13:45:00,2025-07-20 13:41:00
,2025-07-19,Mumbai (BOM),Coimbatore (CJB),A20N (VT-EXQ),0 days 01:27:00,12:00:00,12:19:00,13:45:00,13:47:00,2025-07-19 12:00:00,2025-07-19 12:19:00,2025-07-19 13:45:00,2025-07-19 13:47:00
,2025-07-25,Mumbai (BOM),Gwalior (GWL),A320 (VT-IAR),0 days 01:31:00,12:00:00,12:16:00,14:00:00,13:46:00,2025-07-25 12:00:00,2025-07-25 12:16:00,2025-07-25 14:00:00,2025-07-25 13:46:00
,2025-07-24,Mumbai (BOM),Gwalior (GWL),A320 (VT-IAX),0 days 01:33:00,12:00:00,12:32:00,14:00:00,14:04:00,2025-07-24 12:00:00,2025-07-24 12:32:00,2025-07-24 14:00:00,2025-07-24 14:04:00
,2025-07-23,Mumbai (BOM),Gwalior (GWL),A20N (VT-IQG),0 days 01:31:00,12:00:00,12:37:00,14:00:00,14:08:00,2025-07-23 12:00:00,2025-07-23 12:37:00,2025-07-23 14:00:00,2025-07-23 14:08:00
,2025-07-22,Mumbai (BOM),Gwalior (GWL),A20N (VT-IIH),0 days 01:38:00,12:00:00,12:27:00,14:00:00,14:04:00,2025-07-22 12:00:00,2025-07-22 12:27:00,2025-07-22 14:00:00,2025-07-22 14:04:00
,2025-07-21,Mumbai (BOM),Gwalior (GWL),A20N (VT-IIS),0 days 01:32:00,12:00:00,13:48:00,14:00:00,15:19:00,2025-07-21 12:00:00,2025-07-21 13:48:00,2025-07-21 14:00:00,2025-07-21 15:19:00
,2025-07-20,Mumbai (BOM),Gwalior (GWL),A20N (VT-IVY),0 days 01:30:00,12:00:00,12:04:00,14:00:00,13:34:00,2025-07-20 12:00:00,2025-07-20 12:04:00,2025-07-20 14:00:00,2025-07-20 13:34:00
,2025-07-19,Mumbai (BOM),Gwalior (GWL),A20N (VT-IVY),0 days 01:29:00,12:00:00,12:09:00,14:00:00,13:37:00,2025-07-19 12:00:00,2025-07-19 12:09:00,2025-07-19 14:00:00,2025-07-19 13:37:00
